base	variation	lemma_freq_corrected	string	log_odds	ranef
kadet	hotelban/hotelben	9726	kadet	NA	1.1393215121477063
kadét	hotelban/hotelben	6328	kadét	NA	4.471131797638855
kampec	hotelban/hotelben	1979	kampec	NA	0.7373282759800219
karcer	hotelban/hotelben	215	karcer	NA	0.1402499910170637
kardél	hotelban/hotelben	2284	kardél	NA	-5.153333035124171
karéj	hotelban/hotelben	6812	karéj	NA	7.109788871177352
kartell	hotelban/hotelben	13348	kartell	NA	-1.0697544833143957
karter	hotelban/hotelben	1181	karter	NA	0.6735226331318547
kasper	hotelban/hotelben	4608	kašper	NA	-0.5011212290836831
kastély	hotelban/hotelben	320792	kaštéj	NA	9.167343423298256
kastény	hotelban/hotelben	41	kaštéṉ	NA	1.1211086315922376
klapec	hotelban/hotelben	99	klapec	NA	1.8734479865463987
klaszter	hotelban/hotelben	72146	klaster	NA	-3.016074828807813
klozet	hotelban/hotelben	993	klozet	NA	2.2418632558986107
kódnév	hotelban/hotelben	10443	kódnév	NA	-5.143031102500137
koffer	hotelban/hotelben	7809	koffer	NA	0.016239749176875744
kókler	hotelban/hotelben	7297	kókler	NA	-1.1880474518285133
koktél	hotelban/hotelben	70915	koktél	NA	5.960005371309007
kolesz	hotelban/hotelben	5077	koles	NA	3.35496210723402
koncert	hotelban/hotelben	1019145	koncert	NA	-6.343309712149597
kondér	hotelban/hotelben	6000	kondér	NA	4.824953847820579
konkrét	hotelban/hotelben	915418	konkrét	NA	5.363363477756728
konzerv	hotelban/hotelben	49626	konzerv	NA	-4.4428988970467085
kopek	hotelban/hotelben	1166	kopek	NA	-0.09894463436278701
korner	hotelban/hotelben	2850	korner	NA	-0.2365911820844584
korrekt	hotelban/hotelben	280874	korrekt	NA	-3.522625151094475
korvett	hotelban/hotelben	1733	korvett	NA	-1.326959988049689
kóser	hotelban/hotelben	13540	kóšer	NA	0.616833816612637
kóter	hotelban/hotelben	752	kóter	NA	1.0669718667465296
krapek	hotelban/hotelben	1655	krapek	NA	3.399205654184398
kráter	hotelban/hotelben	30791	kráter	NA	-2.4914019137565697
krokett	hotelban/hotelben	3075	krokett	NA	0.7391143990728046
kukker	hotelban/hotelben	1077	kukker	NA	0.027168266388469375
kupec	hotelban/hotelben	2393	kupec	NA	-0.5726616329183902
kupés	hotelban/hotelben	1346	kupéš	NA	0.6073025283228959
lábkrém	hotelban/hotelben	829	lábkrém	NA	-0.7791485130360672
lábléc	hotelban/hotelben	22194	lábléc	NA	-8.068628504967256
láét	hotelban/hotelben	24	láét	NA	1.3632418371053194
láger	hotelban/hotelben	14977	láger	NA	-1.046546284403637
lóden	hotelban/hotelben	235	lóden	NA	0.3715457338530629
luesz	hotelban/hotelben	247	lues	NA	0.7857015355682327
lumen	hotelban/hotelben	19534	lumen	NA	-4.588987199622639
macesz	hotelban/hotelben	2035	maces	NA	2.1019819949406435
máért	hotelban/hotelben	34	máért	NA	2.3424765008414234
mágnes	hotelban/hotelben	59860	mágneš	NA	-3.4714557176214886
májkrém	hotelban/hotelben	3794	májkrém	NA	-2.1241056785296113
majszter	hotelban/hotelben	137	majster	NA	0.9596100168352717
makett	hotelban/hotelben	42231	makett	NA	-1.1234848423513446
malter	hotelban/hotelben	3492	malter	NA	1.812619467316886
manézs	hotelban/hotelben	1722	manéž	NA	5.780925443842964
másként	hotelban/hotelben	262358	mášként	NA	0.3709324791405047
maszek	hotelban/hotelben	9770	masek	NA	4.4893245221657585
matek	hotelban/hotelben	47606	matek	NA	5.19440614007839
mater	hotelban/hotelben	16610	mater	NA	-0.5707698721526269
modell	hotelban/hotelben	1509359	modell	NA	-6.306243971831483
modem	hotelban/hotelben	54652	modem	NA	-3.8102195584636944
modern	hotelban/hotelben	1359168	modern	NA	-6.129565408231473
mohél	hotelban/hotelben	63	mohél	NA	1.8734479865463987
molett	hotelban/hotelben	8596	molett	NA	-1.071647800516651
moped	hotelban/hotelben	6981	moped	NA	-1.334697482675794
motel	hotelban/hotelben	13960	motel	NA	-0.27320794202057286
muter	hotelban/hotelben	2713	muter	NA	3.307218886174334
mutter	hotelban/hotelben	2225	mutter	NA	2.1930989884566245
napfény	hotelban/hotelben	173388	napféṉ	NA	-7.245548560436008
nonszensz	hotelban/hotelben	16551	nonsens	NA	-4.151881147140097
norvég	hotelban/hotelben	151508	norvég	NA	4.126220444518468
notesz	hotelban/hotelben	13921	notes	NA	0.04221715515548426
obszcén	hotelban/hotelben	12289	obscén	NA	0.8068190979494253
okker	hotelban/hotelben	3652	okker	NA	-1.0639041728367533
ómen	hotelban/hotelben	5118	ómen	NA	-3.5481495720107374
omlett	hotelban/hotelben	7297	omlett	NA	-2.750982391428076
oszét	hotelban/hotelben	1893	osét	NA	1.4416711121210357
pajesz	hotelban/hotelben	1346	pajes	NA	3.229811874020414
pakett	hotelban/hotelben	2400	pakett	NA	-0.1703392587389584
pamflet	hotelban/hotelben	4742	pamflet	NA	-2.1071018882732067
páncél	hotelban/hotelben	48853	páncél	NA	7.8000623241475795
pancser	hotelban/hotelben	5888	pančer	NA	1.4331564785364752
panel	hotelban/hotelben	223571	panel	NA	0.9593016017996736
papper	hotelban/hotelben	331	papper	NA	1.3118011836456485
parkett	hotelban/hotelben	12893	parkett	NA	-1.0091365026244934
parszek	hotelban/hotelben	482	parsek	NA	-0.8063016999569907
partner	hotelban/hotelben	1270201	partner	NA	-3.0965407025643814
pasztell	hotelban/hotelben	22351	pastell	NA	-1.3837959648968632
páter	hotelban/hotelben	9880	páter	NA	-0.6484870968304918
plakett	hotelban/hotelben	13783	plakett	NA	-1.620881597839703
poén	hotelban/hotelben	131624	poén	NA	7.33257573725398
póker	hotelban/hotelben	22273	póker	NA	-2.3612297597476877
pollen	hotelban/hotelben	29350	pollen	NA	-4.762224676515484
popper	hotelban/hotelben	14166	popper	NA	-1.7402123048348535
poszter	hotelban/hotelben	49599	poster	NA	-2.721417545857279
pótlék	hotelban/hotelben	138201	pótlék	NA	8.6536464102897
projekt	hotelban/hotelben	2236203	projekt	NA	-6.551144832948103
púder	hotelban/hotelben	19636	púder	NA	-1.5095451762841807
puffer	hotelban/hotelben	21029	puffer	NA	-1.4971748993012541
rapper	hotelban/hotelben	28373	rapper	NA	-3.0056602651075535
raszter	hotelban/hotelben	4403	raster	NA	-1.5255412662455277
rocker	hotelban/hotelben	20440	rocker	NA	-2.617411082741733
roller	hotelban/hotelben	22986	roller	NA	-1.3485599430267676
rubel	hotelban/hotelben	19855	rubel	NA	-2.3058186154831897
rulett	hotelban/hotelben	8587	rulett	NA	-1.744511172698545
rumén	hotelban/hotelben	20	rumén	NA	2.039662704316092
rutén	hotelban/hotelben	5396	rutén	NA	0.9269140313067946
sábesz	hotelban/hotelben	745	šábes	NA	-0.9009766801997956
sakter	hotelban/hotelben	814	šakter	NA	1.7560496860346984
saller	hotelban/hotelben	7312	šaller	NA	0.7159974461751989
samesz	hotelban/hotelben	2511	šames	NA	2.4762177153160545
skanzen	hotelban/hotelben	26458	škanzen	NA	-0.661661528625308
sláger	hotelban/hotelben	155508	šláger	NA	-3.354128142741639
sóder	hotelban/hotelben	8264	šóder	NA	0.01672808661898757
sóher	hotelban/hotelben	1445	šóher	NA	-1.2256379440831289
sólet	hotelban/hotelben	3255	šólet	NA	-1.18186899977885
sótér	hotelban/hotelben	258	šótér	NA	2.0058228451384865
sparherd	hotelban/hotelben	458	šparherd	NA	0.08932543902649777
sportrész	hotelban/hotelben	994	športrés	NA	-0.7171400629626086
stájer	hotelban/hotelben	4074	štájer	NA	1.0433302625336696
stopper	hotelban/hotelben	12525	štopper	NA	-1.5573277466425302
stukker	hotelban/hotelben	2693	štukker	NA	0.1074465601437421
sumer	hotelban/hotelben	9716	šumer	NA	1.1696892615955128
suszter	hotelban/hotelben	6878	šuster	NA	1.2326580863916887
szándék	hotelban/hotelben	734342	sándék	NA	10.166851284381753
szatén	hotelban/hotelben	10585	satén	NA	4.146937733494821
szkander	hotelban/hotelben	3569	skander	NA	0.36367612600433125
szlogen	hotelban/hotelben	73259	slogen	NA	-4.43323357236444
szlovén	hotelban/hotelben	111340	slovén	NA	1.9306140159219298
szoftver	hotelban/hotelben	653676	softver	NA	-6.101315504891268
szolfézs	hotelban/hotelben	7287	solféž	NA	3.3290760761267277
szomszéd	hotelban/hotelben	463192	somséd	NA	8.5675184120669
szonett	hotelban/hotelben	11142	sonett	NA	-2.787822154174889
szótér	hotelban/hotelben	495	sótér	NA	1.0236905809621661
szovjet	hotelban/hotelben	340921	sovjet	NA	-1.6641323053388812
szuper	hotelban/hotelben	443862	super	NA	-3.6465741008939903
szuszék	hotelban/hotelben	488	susék	NA	2.973459869543004
tandem	hotelban/hotelben	10068	tandem	NA	-3.1382052671962284
tanév	hotelban/hotelben	668169	tanév	NA	-7.887819022830662
tanszék	hotelban/hotelben	470398	tansék	NA	-4.918166661942909
tányér	hotelban/hotelben	157436	táṉér	NA	8.206707901657651
tárgyév	hotelban/hotelben	136488	tárḏév	NA	-7.033998778179325
token	hotelban/hotelben	15097	token	NA	-3.1409702695303254
topper	hotelban/hotelben	1225	topper	NA	-0.9211879088567603
totem	hotelban/hotelben	6244	totem	NA	-2.1093515971323025
transzfer	hotelban/hotelben	87598	transfer	NA	-2.647765353057562
trapéz	hotelban/hotelben	13414	trapéz	NA	4.77855505532787
trapper	hotelban/hotelben	958	trapper	NA	-0.6275959539358485
traverz	hotelban/hotelben	1380	traverz	NA	-0.6035097604088707
tróger	hotelban/hotelben	4410	tróger	NA	0.6832192027020827
valcer	hotelban/hotelben	1940	valcer	NA	-0.3994396200971845
vamzer	hotelban/hotelben	516	vamzer	NA	0.3919969855136496
vátesz	hotelban/hotelben	2163	vátes	NA	-2.324972305458039
zacsek	hotelban/hotelben	392	začek	NA	2.2516398510247675
zsakett	hotelban/hotelben	787	žakett	NA	-0.267025629072285
zsáner	hotelban/hotelben	16709	žáner	NA	-3.7454055474742707
